Group Enrollment Form: County,Program Address,Program City,Program Name ,Program: Location,Group Enrollment Form: Number
Kane,,,,729 Paperbark Ln.,6549
Kane,,,,250 E. Indian Trail,5382
Kane,,,,250 E. Indian Trail,8845
Kane,,,,250 East Indian Trail,837
Kane,,,,900 Wester Blvd,853
Kane,,,,729 Paperbark Ln,8861
Kane,,,,1201 West New York St.,6591
Kane,,,,900 Wester Blvd,9025
Kane,,,,900 Wester Blvd.,8850
Kane,,,,900 Wester Blvd.,9024
Kane,,,,900 Wester Blvd.,9026
Kane,,,,900 Westegel Blvd.,2958
Kane,,,,Cowherd Middle School,3613
Kane,,,,8 North  Avenue,2634
Kane,,,,100 oak Ave.,6577
Kane,,,,100 Oak Ave.,866
Kane,,,,901 S. Peck Rd,6597
Kane,,,,201 S. 7th St.,8851
Kane,,,,201 S. 7th Street,852
Kane,,,,Mooseheart,3095
Kankakee,,,,1550 Calista St,7298
Kankakee,,,,1550 Calista St,7299
Kankakee,,,,Camp Shaw Waw Nas See,7506
Kankakee,,,,Camp Shaw Waw Nas See,7495
Kankakee,,,,Camp Shaw Waw Nas See,7504
Kankakee,,,,Camp Shaw Waw Nas See,7508
Kankakee,,,,Camp Shaw Waw Nas See,7492
Kankakee,,,,Camp Shaw Waw Nas See,7511
Kankakee,,,,Camp Shaw Waw Nas See,7491
Kankakee,,,,Camp Shaw Waw Nas See,7516
Kankakee,,,,Camp Shaw Waw Nas See,7525
Kankakee,,,,Camp Shaw Waw Nas See,7535
Kankakee,,,,Camp Shaw Waw Nas See,7493
Kankakee,,,,Camp Shaw Waw Nas See,7490
Kankakee,,,,"Kim Schiffer, PO Box 12, Union Hill, IL",9590
Kankakee,,,,"U of I Extension, Kankakee County, 1650 Commerce Dr, Bourbonnais, Il",8475
Kankakee,,,,"u of I Extension, Kankakee Office, 1650 Commerce Dr, Bourbonnais, IL",8473
Kankakee,,,,Camp Shaw Waw Nas See,7501
Kankakee,,,,"U of I Extension, Kankakee County, 1650 Commerce Dr, Kankakee, IL",8474
Kankakee,,,,"Manteno Elementary School, 555 W Cook St, Manteno, IL",9594
Kankakee,,,,,4153
Kankakee,,,,Kennedy Middle School,2290
Kankakee,,,,Kennedy Middle School,2298
Kankakee,,,,Camp Shaw Waw Nas See,7528
Kankakee,,,,Limestone Library,2302
Kankakee,,,,"Steuben Elementary School, 520 S Wildwood Ave, Kankakee, IL",9593
Kankakee,,,,Camp Shaw Waw Nas See,7494
Kankakee,,,,"Steuben Elementary, 520 S Wildwood Ave, Kankakee, IL",8612
Kankakee,,,,1550 Calista St,7295
Kankakee,,,,,4152
Kankakee,,,,Pembroke Township,3006
Kankakee,,,,"Taft Elementary School, 1155 W Hawkins St, Kankakee, IL",8613
Kankakee,,,,Kennedy Middle School,2293
Kankakee,,,,Kennedy Middle School,2305
Kankakee,,,,"Manteno Elementary School, 555 W Cook St, Manteno, IL",9592
Kankakee,,,,"Taft Elementary School, 1155 W Hawkins St, Kankakee IL",9591
Kankakee,,,,"Shannon Bayou, 3301 Waldron Rd, Aroma Park, IL",8479
Kankakee,,,,"Manteno Schools, 555 W Cook St, Manteno, IL",8480
Kankakee,,,,Camp Shaw Waw Nas See,7518
Kankakee,,,,"Bonfield Elementary School, 522 E Smith St, Bonfield, IL",9597
Kankakee,,,,Camp Shaw Waw Nas See,7537
Kankakee,,,,Camp Shaw Waw Nas See,7524
Kankakee,,,,"Limestone Middle School, 963 N 5000W Rd, Kankakee, IL",9596
Kankakee,,,,Kankakee County,4812
Kankakee,,,,,4154
Kankakee,,,,Kankakee County,1630
Kankakee,,,,Camp Shaw Waw Nas See,7539
Kankakee,,,,"Herscher Intermediate School, 391 N Main St, Herscher, IL",9595
Kankakee,,,,Kankakee County Fairgrounds,1282
Kankakee,,,,Camp Shaw Waw Nas See,7488
Kankakee,,,,"Kankakee County Fairgrounds 213 W 4000S Rd, Kankakee Ilm 60901",8615
Kankakee,,,,Kankakee County Fairgrounds,4824
Kankakee,,,,"Kankakee County Fairgrounds, 213 W 4000S Rd, Kankakee, IL",8616
Kankakee,,,,Camp Shaw Waw Nas See,7631
Kankakee,,,,Manteno,3001
Kankakee,,,,Kankakee County Fairgrounds,4823
Kendall,,,,4-H office,10985
Kendall,,,,4-H office,10994
Kendall,,,,"4-H office, Harris Forest Preserve, East High School, Kendall County Fairgrounds",9159
Kendall,,,,412 West St Bristol,5277
Kendall,,,,4-H office,11342
Kendall,,,,4-H office,11051
Kendall,,,,"2946 N 41st Road Sheridan, IL 60551",11336
Kendall,,,,,11067
Kendall,,,,4-H office,11334
Kendall,,,,"Kendall County Fairgrounds, Yorkville",11340
Kendall,,,,"612 Brita Trail, Minooka",5276
Kendall,,,,"Dickson-Murst Farm, 2550 Dickson Rd., Montgomery",11064
Kendall,,,,Hoover Forest Preserve,11062
Kendall,,,,"Kendall County Fairgrounds, Yorkville",10982
Kendall,,,,"Kendall County Fairgrounds, Yorkville",11330
Kendall,,,,"10826 IL-71, Yorkville, IL",10996
Kendall,,,,Kendall Extension Office 7775B IL Rt 47,6846
Kendall,,,,"Yorkville Public Library 902 Game Farm Rd.  Yorkville, IL",9540
Kendall,,,,"Old Post School 100 Old Post Rd, Oswego",9911
Kendall,,,,Extension Office 7775B IL Rt 47,4052
Kendall,,,,"3142 Grande Trail, Yorkville",5417
Kendall,,,,Kendall Extension Office,1707
Kendall,,,,4-H office,10986
Kendall,,,,LWSM,1706
Kendall,,,,East Aurora High School,10983
Kendall,,,,"Yorkville Public Library 902 Game Farm Rd.  Yorkville, IL",9857
Kendall,,,,"Oswego High School, 4250 Route 71, Oswego, IL 60543",9851
Kendall,,,,4-H office,9160
Kendall,,,,Plano,2644
Kendall,,,,4-H office,8596
Kendall,,,,"WSPY TV Studio, Frazier Road, Plano",10979
Kendall,,,,Kendall Extension Office 7775B IL Rt 47,6852
Kendall,,,,Montgomery Library 1111 Reading Dr. Montgomery,5266
Kendall,,,,Montgomery Library,1688
Kendall,,,,Yorkville Library 902 Game Farm Rd,9905
Kendall,,,,Office,1492
Kendall,,,,PH Miller School,2620
Kendall,,,,4-H office,8584
Kendall,,,,Kendall Extension Office 7775B IL Rt 47,6848
Kendall,,,,"Yorkville Public Library 902 Game Farm Rd.  Yorkville, IL",9907
Kendall,,,,Parkview Christian Academy,2449
Kendall,,,,Kendall Extension Office,2643
Kendall,,,,"Yorkville Grade School 201 W Somonauk, Yorkville",9746
Kendall,,,,Kendall Extension Office 7775B IL Rt 47,6836
Kendall,,,,"Yorkville Public Library 902 Game Farm Rd.  Yorkville, IL",9906
Kendall,,,,"Yorkville Public Library 902 Game Farm Rd.  Yorkville, IL",9537
Kendall,,,,Parkview Christian Academy 201 Center St. Yorkville,9867
Kendall,,,,"Southpoint School, 810 Preston Ave. Oswego",9702
Kendall,,,,White School Museum,2622
Kendall,,,,"510 Secretariat Lane, Oswego",9644
Kendall,,,,Parkview Christian Academy 201 Center St. Yorkville,9868
Kendall,,,,"820 Preston Lane, Oswego",9696
Kendall,,,,Parkview Christian Academy 201 Center St. Yorkville,9864
Kendall,,,,"Cross Lutheran School, 8609 Route 47, Yorkville, IL",9543
Kendall,,,,2544 Crystal Ave. Joliet,5420
Kendall,,,,Parkview Christian Academy 201 Center St. Yorkville,9863
Kendall,,,,"510 Secretariat Lane, Oswego",5408
Kendall,,,,"Yorkville Public Library 902 Game Farm Rd.  Yorkville, IL",9858
Kendall,,,,"820 Preston Lane, Oswego",6114
Kendall,,,,"210 W Center St, Yorkville",5532
Kendall,,,,Parkview Christian Academy 201 Center St. Yorkville,9865
Kendall,,,,"427 Bristol Bay Dr., Yorkville",5410
Kendall,,,,Ashely Rd. Yorkville,5264
Kendall,,,,Autumn Creek School,2413
Kendall,,,,201 W Center St.  Yorkville,5273
Kendall,,,,Parkview Christian Academy 201 Center St. Yorkville,9849
Kendall,,,,2830 Hillsboro Blvd. Aurora,5260
Kendall,,,,Newark,2561
Kendall,,,,"Prairie Point School, 3650 Grive Rd. Oswego",9705
Kendall,,,,Wheatlands Elementary 2290 Barrington Rd. Aurora,9703
Kendall,,,,"Yorkville Grade School 201 W Somonauk, Yorkville",9745
Kendall,,,,"Cross Lutheran School ,8609 Route 47, Yorkville, IL 60560",9541
Kendall,,,,Hoover Forest Perserve,3197
Kendall,,,,"820 Preston Lane, Oswego",6115
Kendall,,,,201 W Center St,5433
Kendall,,,,"Wolf Crossing 3015 Heggs Rd, Aurora",9704
Kendall,,,,Churchill School,1710
Kendall,,,,Southpoint School,1712
Kendall,,,,PH Miller School 904 N Lew St. Plano,9908
Kendall,,,,PH Miller School 904 N Lew St. Plano,9740
Kendall,,,,Bristol Bay School,2457
Kendall,,,,3650 Grove Rd. Oswego,6113
Kendall,,,,Wheatland School,1711
Kendall,,,,3015 Heggs Rd. Aurora,6879
Kendall,,,,25 W Jefferson,9861
Kendall,,,,Plano,2647
Kendall,,,,Southbury School,1709
Kendall,,,,"810 Preston Lane, Oswego,",9689
Kendall,,,,"Oswego High School, 4250 Route 71, Oswego, IL 60543",9539
Kendall,,,,Grande Reserve School,2616
Kendall,,,,"Cross Lutheran School ,8609 Route 47, Yorkville, IL 60560",9912
Kendall,,,,23 Hunt St. Bristol,9642
Kendall,,,,"8609 Route 47., Yorkville",5303
Kendall,,,,PH Miller School,2470
Kendall,,,,"Parkview Christian Academy 202 Countryside Rd., Yorkvile",9855
Kendall,,,,"1900 Oxford Way, Joliet",5425
Kendall,,,,"Grande Reserve School 3142 Grande Trail, Yorkville",9739
Kendall,,,,"Grande Reserve School, 3142 Grande Reserve Blvd.  Yorkville, IL 60560",9538
Kendall,,,,"163 Boulder Hill Pass, Montgomery IL",5427
Kendall,,,,"3142 Grande Trail, Yorkville",5261
Kendall,,,,"3142 Grande Trail, Yorkvillr",5262
Kendall,,,,Boulder Hill School,2618
Kendall,,,,Autumn Creek School2377 Autumn Creek Blvd. Yorkville,9743
Kendall,,,,"Boulder Hill School 63 Boulder Hill Pass, Montgomery",9707
Kendall,,,,"1900 Oxford Way, Joliet",9854
Kendall,,,,Autumn Creek School,2441
Kendall,,,,Hoover Forest Preserve 13689 Fox Rd. Yorkville,9744
Kendall,,,,"Yorkville Middle School 920 Prairie Crossing, Yorkville",6880
Kendall,,,,Oswego High School,2642
Kendall,,,,"2377 Autumn Creek Blvd, Yorkville, IL",6878
Kendall,,,,430 Mitchell Dr. Plano,5406
Kendall,,,,Joliet,2259
Kendall,,,,"103 Schoolhouse Rd., Yorkville",5258
Kendall,,,,Yorkville Grade School,2617
Kendall,,,,Hoover Forest Preserve,9158
Kendall,,,,Yorkville Intermediate School,2621
Kendall,,,,"103 Schoolhouse Rd., Yorkville",5257
Kendall,,,,Yorkville Intermediate School 202 Schoolhouse Rd. Yorkvill,9860
Kendall,,,,"Yorkville Intermediate School, 103 Schoolhouse Rd.",9859
Kendall,,,,Yorkville Intermediate School,1714
Kendall,,,,Plano,1713
Kendall,,,,Yorkville,1716
Knox,,,,"117 N Main St Alexis, IL",11431
Knox,,,,"180 S Soangetaha Rd Galesburg, IL",11390
Knox,,,,"180 S Soangetaha Rd Galesburg, IL",11395
Knox,,,,"180 S Soangetaha Rd Galesburg, IL",11396
Knox,,,,"180 S Soangetaha Rd Galesburg, IL",11443
Knox,,,,"1633 Knox Rd 1020 E, Knoxville, IL",11446
Knox,,,,"180 S Soangetaha Rd Galesburg, IL",11389
Knox,,,,"180 S Soangetaha Rd Galesburg, IL",11397
Knox,,,,"1374 Henderson Rd #1328, Knoxville, IL",11440
Knox,,,,"180 S Soangetaha Rd Galesburg, IL",11426
Knox,,,,"Warren-Henderson Farm Bureau, 1000 N Main St #1, Monmouth, IL 61462",8005
Knox,,,,"600 E Main St, Knoxville, IL",11435
Knox,,,,"1374 Henderson Rd #1328, Knoxville, IL",11451
Knox,,,,"1881 E Fremont St, Galesburg, IL",11381
Knox,,,,OSF St. Mary Medical Center,1561
Knox,,,,Church Junior high school,1590
Knox,,,,"1220 E Knox St, Galesburg, IL",11384
Knox,,,,"1220 E Knox St, Galesburg, IL",11401
Knox,,,,Galesburg High School,1560
Knox,,,,"905 Maple Ave, Galesburg, IL",11383
Knox,,,,Galesburg High School,1558
Knox,,,,"401 W Latimer St, Abingdon, IL 61410",11566
Knox,,,,"600 E Main St, Knoxville, IL",11387
Knox,,,,"460 Fifer St, Galesburg, IL",11508
Knox,,,,GHS Galesburg,4785
Knox,,,,"106 Pleasant Ave, Knoxville, IL",11385
Knox,,,,"1018 S Farnham St, Galesburg, IL 61401",11563
Knox,,,,"Lake Storey, Galesburg, IL",1557
Knox,,,,"547 N Farnham St, Galesburg, IL",11509
Knox,,,,"Lake Storey, Galesburg, IL",1556
Knox,,,,"106 Pleasant Ave, Knoxville, IL",11510
Knox,,,,"2232 S. Lake Storey Rd Galesburg, IL",4867
Knox,,,,"1572 Machen Dr, Galesburg, IL",11465
Knox,,,,Galesburg High School,1563
Knox,,,,"Galesburg High School, 1135 W Fremont St, Galesburg, IL 61401",10273
Lake,,,,"Lake County Fairgrounds 1060 Peterson Rd, Grayslake, IL",11478
Lake,,,,"Eastview Academy 100 S Hwy 45 Grayslake, IL",8981
Lake,,,,Estell Acadmey,2182
Lake,,,,Buesing Home School,2180
Lake,,,,"Grayslake 100 S Hwy 45 Grayslake, IL",8990
Lake,,,,Hua Home School,2235
Lake,,,,"Lake Zurich Middle School 95 Hubbard Ln, Hawthorn Woods, IL",9015
Lake,,,,Schilz Home School,2245
Lake,,,,Apple Tree Home School,1816
Lake,,,,Porento Home School,2244
Lake,,,,Village Elementary,1811
Lake,,,,Frassati Catholic Academy,6224
Lake,,,,State Bank of the Lakes,2251
Lake,,,,"John Powers Center 201 W Hawthorn Pkwy, Vernon Hills, IL",8989
Lake,,,,Lions Christian Academy,6198
Lake,,,,Gurnee Park District 56,1858
Lake,,,,Indian Hill Elementary,2174
Lake,,,,Growing Tree Preschool,6223
Lake,,,,"Wauconda Grade School 225 Osage St, Wauconda, IL",9011
Lake,,,,Growing Tree Preschool,6192
Lake,,,,Zion-Benton Academy,2752
Lake,,,,"Prairie Trail School 13600 W Wadsworth Rd, Wadsworth, IL",8991
Lake,,,,Village Elementary School,6231
Lake,,,,"St. Bede School 36399 N Wilson Rd, Ingleside, IL",8988
Lake,,,,"Cotton Creek Elementary School 545 Newport Ct, Island Lake, IL",9002
Lake,,,,Prairie Trail Elementary School,6181
Lake,,,,Prairie Crossing Charter School,6171
Lake,,,,"Old School Montessori 144 Commerce Dr, Grayslake, IL",9004
Lake,,,,John Powers Center,1810
Lake,,,,"Wauconda Grade School 225 Osage St, Wauconda, IL",9006
Lake,,,,Wauconda Grade School,6193
Lake,,,,Old School Montessori,1951
Lake,,,,"Round Lake High School 800 High School Drive | Round Lake, IL 60073",9028
Lake,,,,"Lauryn School 100 S Hwy 45 Grayslake, IL",8983
Lake,,,,"Wauconda Grade School 225 Osage St, Wauconda, IL",9009
Lake,,,,"Wauconda Grade School 225 Osage St, Wauconda, IL",9019
Lake,,,,John Powers Center,6165
Lake,,,,Frassati Catholic Academy,6180
Lake,,,,"St Athanasius School 2510 Ashland Ave, Evanston, IL",9020
Lake,,,,Learn Charter School,6235
Lake,,,,"Robert Crown School 620 W Bonner Rd, Wauconda, IL",8972
Lake,,,,Wauconda Grade School,6226
Lake,,,,Champion Early Learning Center,1815
Lake,,,,Atonement Christian Day School,6164
Lake,,,,Growing Tree Preschool,6230
Lake,,,,Robert Crown Elementary,6158
Lake,,,,Old School Montessori,6178
Lake,,,,Wauconda Grade School,6189
Lake,,,,Indian Hill Elementary,6188
Lake,,,,Cotton Creek School,6190
Lake,,,,"Washington School 110 S Orchard Ave, Waukegan, IL",9016
Lake,,,,Robert Crown Elementary,1971
Lake,,,,Wauconda Grade School,2122
Lake,,,,Learn Charter,7548
Lake,,,,Wauconda Grade School,6182
Lake,,,,Most Blessed Trinity,6144
Lake,,,,Goddard School,1856
Lake,,,,"Most Blessed Trinity Acadenmy 510 Grand Ave, Waukegan, IL",8993
Lake,,,,"Cotton Creek Elementary School 545 Newport Ct, Island Lake, IL",8995
Lake,,,,"Robert Crown School 620 W Bonner Rd, Wauconda, IL",9003
Lake,,,,"Robert Crown School 620 W Bonner Rd, Wauconda, IL",9021
Lake,,,,St. Gilbert School,1984
Lake,,,,Wauconda Grade School,2132
Lake,,,,Highland Park,1696
Lake,,,,Serendipity Childcare Center,2076
Lake,,,,"Robert Crown School 620 W Bonner Rd, Wauconda, IL",8994
Lake,,,,Wauconda Grade School,6174
Lake,,,,Cotton Creek School,6161
Lake,,,,Most Blessed Trinity Academy,2154
Lake,,,,The Goddard School,6160
Lake,,,,"Robert Crown School 620 W Bonner Rd, Wauconda, IL",8996
Lake,,,,"Robert Crown School 620 W Bonner Rd, Wauconda, IL",9007
Lake,,,,Robert Crown Elementary,2160
Lake,,,,Townline Elementary School,6199
Lake,,,,Robert Crown Elementary,1958
Lake,,,,Cotton Creek School,6196
Lake,,,,Washington Elementary,2109
Lake,,,,"Round Lake Elementary School 1421 Ardmore Dr, Round Lake, IL",8999
Lake,,,,Cotton Creek School,6184
Lake,,,,Washington School,6179
Lake,,,,Townline Elementary School,6191
Lake,,,,Cotton Creek School,1818
Lake,,,,"Waukegan High School  2325 Brookside Ave, Waukegan, IL",9029
Lake,,,,Robert Crown Elementary,2158
Lake,,,,"Prichett Elementary 200 Horatio Blvd, Buffalo Grove, IL",8987
Lake,,,,Catholic Consortium of Lake County,1812
Lake,,,,Learn Charter,2250
Lake,,,,Most Blessed Trinity Academy,2247
Lake,,,,Montessori Children's House of N. Barrington,2148
Lake,,,,Townline Elementary School,6200
Lake,,,,Woodland Elementary West,1813
Lake,,,,Robert Crown Elementary,1975
Lake,,,,Wauconda Grade School,2110
Lake,,,,Robert Crown Elementary,1967
Lake,,,,Prairie Crossing Charter School,6157
Lake,,,,Robert Crown Elementary,6202
Lake,,,,Robert Crown Elementary,6233
Lake,,,,Robert Crown Elementary,6232
Lake,,,,Robert Crown Elementary,6183
Lake,,,,Robert Crown Elementary,6159
Lake,,,,Robert Crown Elementary,6163
Lake,,,,Raymond Ellis Elementary,1814
Lake,,,,Wauconda Grade School,2127
Lake,,,,Cotton Creek School,1820
Lake,,,,Washington Elementary,2108
Lake,,,,Cotton Creek School,6185
Lake,,,,Washington School,6203
Lake,,,,"Prichett Elementary 200 Horatio Blvd, Buffalo Grove, IL",8986
Lake,,,,Robert Crown Elementary,1965
Lake,,,,Robert Crown Elementary,6175
Lake,,,,Raymond Ellis Elementary,6170
Lake,,,,Cotton Creek School,1854
Lake,,,,"Cotton Creek Elementary School 545 Newport Ct, Island Lake, IL",9008
Lake,,,,"Most Blessed Trinity Acadenmy 510 Grand Ave, Waukegan, IL",8992
Lake,,,,"Sam Smart 100 S Hwy 45 Grayslake, IL",8985
Lake,,,,"Cotton Creek Elementary School 545 Newport Ct, Island Lake, IL",9010
Lake,,,,St. Gilbert School,2070
Lake,,,,Woodland Intermediate School,2140
Lake,,,,Indian Hill Elementary,2241
Lake,,,,Grayslake,9017
Lake,,,,"Old School Montessori 144 Commerce Dr, Grayslake, IL",9014
Lake,,,,Cotton Creek School,1821
Lake,,,,"Cotton Creek Elementary School 545 Newport Ct, Island Lake, IL",9012
Lake,,,,Learn Charter School,6234
Lake,,,,Boys & Girls Club/Oakdale,2248
Lake,,,,Waukegan,6236
Lake,,,,Boys & Girls Club/Genesee,2249
Lake,,,,"Indian Hill Elementary 1920 N Lotus Dr, Round Lake Heights, I",9022
Lake,,,,St. Athanansius School,6227
Lake,,,,"Buffalo Grove Elementary School 1530 Brandywyn Ln, Buffalo Grove, IL",9000
Lake,,,,Red Oak School,1953
Lake,,,,Growing Tree Preschool,2183
Lake,,,,Growing Tree Preschool,2184
Lake,,,,Growing Tree Preschool,2231
Lake,,,,Harrison Elementary,6177
Lake,,,,Prairie Crossing Charter School,6187
Lake,,,,Hough School,6176
Lake,,,,Woodland Intermediate School,2144
Lake,,,,St Mary School,6172
Lake,,,,"Washington School 110 S Orchard Ave, Waukegan, IL",9005
Lake,,,,I Love Learning Preschool,6195
Lake,,,,College of Lake County,2749
Lake,,,,"I Love Learning Preschool 240 Commerce Dr, Grayslake, IL",8982
Lake,,,,Grayslake Park District,1857
Lake,,,,Miguel Juarez Middle School,2165
Lake,,,,Miguel Juarez Middle School,2242
Lake,,,,Cristo Rey St. Martin College Prep,2246
Lake,,,,Cristo Rey St. Martin College Prep,2181
Lake,,,,St. Athanasius School,1979
Lake,,,,Beach Park Middle School,6173
Lake,,,,"Learn Charter 9 1200 W Glen Flora Ave, Waukegan, IL",9030
Lake,,,,Beach Park Middle School,1817
Lake,,,,St Gilbert School,6201
Lake,,,,Fairhaven School,1855
Lake,,,,Lake Zurich Middle School North,1934
Lake,,,,Park View School,6225
Lake,,,,"Fairhaven School  634 Countryside Hwy, Mundelein, IL",9013
Lake,,,,Fairhaven School,6186
Lake,,,,"Lake Zurich Middle School 95 Hubbard Ln, Hawthorn Woods, IL",8998
Lake,,,,"Lake Zurich Middle School 95 Hubbard Ln, Hawthorn Woods, IL",8997
Lake,,,,"Beach Park Middle School 40667 N Green Bay Rd, Beach Park, IL",9001
Lake,,,,Lake Zurich Middle School,6167
Lake,,,,Lake Zurich Middle School North,1860
Lake,,,,Lake Zurich Middle School,6166
Lake,,,,Maple School,6194
Lake,,,,"Growing Tree Preschool 920 North Hunt Club Rd, Gurnee, IL",9018
Lake,,,,Half Day School,1809
Lake,,,,"Half Day School  239 Olde Half Day Rd, Lincolnshire, IL",8974
Lake,,,,Half Day School,6149
Lake,,,,Avon School Center,2240
Lake,,,,Avon School Center,2243
Lake,,,,Avon Center School,6197
LaSalle,,,,,11615
LaSalle,,,,,10254
LaSalle,,,,"LaSalle, Mendota, Oglesby",11696
LaSalle,,,,4-H Road LaSalle County Fairgrounds,11247
LaSalle,,,,IVCC,707
LaSalle,,,,Dimmick Grade School,4016
LaSalle,,,,Marseilles Elementary School,1594
LaSalle,,,,5th Grade Classroom- Gifted Ed,295
LaSalle,,,,Community Kitchen,6512
LaSalle,,,,,10255
LaSalle,,,,Marseilles Elementary School,10565
LaSalle,,,,Marseilles Elementary School,10577
LaSalle,,,,Marseilles Elementary School,10591
LaSalle,,,,Marseilles Elementary School,10594
LaSalle,,,,Dimmick Grade School,4015
LaSalle,,,,LaSalle Library,7465
LaSalle,,,,,10260
LaSalle,,,,LaSalle U of I Extension Education Center,11590
LaSalle,,,,,6484
LaSalle,,,,Mendota school,10249
LaSalle,,,,Dickinson House,6007
LaSalle,,,,,10256
LaSalle,,,,Mendota Elementary School,1541
LaSalle,,,,Dimmick Grade School,6008
LaSalle,,,,Oglesby Dickinson House,2260
LaSalle,,,,Mendota school,10251
LaSalle,,,,IVCC,1231
LaSalle,,,,U of I Extension Ed. Center Community Teaching Kitchen,10253
LaSalle,,,,LaSalle Library,7456
LaSalle,,,,Bethel Lutheran Church,6491
LaSalle,,,,Mendota Lincoln Grade School,6009
LaSalle,,,,Marseilles Elementary School,328
LaSalle,,,,Dimmick School,11616
LaSalle,,,,,7091
LaSalle,,,,Streator High School,1341
LaSalle,,,,Streator High School,1340
LaSalle,,,,Streator High School,7094
LaSalle,,,,Streator Northlawn,1521
Lawrence,,,,Lawrenceville,4588
Lawrence,,,,"U of I Extension Office, 10722 Cherry Blvd, Lawrenceville, IL",8905
Lawrence,,,,W B Gray Building,4464
Lawrence,,,,University of Illinois Extension Office,273
Lawrence,,,,"Extension Office  Lawrenceville, 10722 Cherry Blvd, Lawrenceville, IL",8367
Lawrence,,,,New Hope Christian Church,470
Lawrence,,,,Red Hill High School,4592
Lawrence,,,,U of I Extension Office,1368
Lawrence,,,,"New Hope Christian Church, 10186 Bridgeport, IL",8525
Lawrence,,,,New Hope Christian Church,4826
Lawrence,,,,"Sumner Attendance Center, 110 W Locust St, Sumner, IL",9192
Lawrence,,,,Extension Office  Lawrenceville,5240
Lawrence,,,,"Extension Office  Lawrenceville, 10722 Cherry Blvd, Lawrenceville, IL",8253
